id,products,productsVariants,productsVariantsIds,total,createdAt,scannedAt
8945,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185",54.00,"2024-12-22 22:43:03.626645","2024-12-22 23:01:11.837403,2024-12-22 23:01:11.823527,2024-12-22 22:47:05.931982,2024-12-23 00:12:04.946600,2024-12-23 00:12:04.930436,2024-12-22 23:40:58.326818,2024-12-22 23:40:58.305836,2024-12-22 23:01:23.625206,2024-12-23 00:12:00.400533,2024-12-23 00:12:00.364740,2024-12-22 23:01:56.261203,2024-12-23 00:09:51.276231,2024-12-23 00:09:51.260947,2024-12-22 23:37:33.770674,2024-12-22 23:37:33.756241,2024-12-22 23:28:34.812460,2024-12-22 23:28:34.794964,2024-12-22 23:01:51.053479,2024-12-23 00:49:11.828553,2024-12-23 00:49:11.815081,2024-12-23 00:49:04.608187,2024-12-23 00:49:04.592335,2024-12-23 00:09:59.608495,2024-12-23 00:09:59.593115,2024-12-22 23:40:54.036718,2024-12-22 23:40:54.019345,2024-12-22 23:28:44.001727,2024-12-22 23:28:43.984213,2024-12-22 23:02:05.057167,2024-12-22 23:02:05.042564,2024-12-22 22:49:53.489742,2024-12-22 23:47:10.512462,2024-12-22 23:47:10.497179,2024-12-22 23:37:37.948338,2024-12-22 23:37:37.931666,2024-12-22 23:01:44.818751,2024-12-22 23:34:11.668603,2024-12-22 23:34:11.65109"
8946,"Schaatsverhuur,Schaatsverhuur","Volwassen,Kinderen","187,188",10.50,"2024-12-22 22:44:47.710377","2024-12-22 22:46:26.115273,2024-12-22 22:46:35.176449"
8947,"Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Volwassen,Volwassen","183,183,183,183",32.00,"2024-12-22 22:44:50.091343","2024-12-22 22:46:04.638539,2024-12-22 22:46:18.170833,2024-12-22 22:46:22.608104,2024-12-22 22:46:37.759386"
8948,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Kinderen","185,185,185,185,186",28.50,"2024-12-22 22:47:02.280058","2024-12-22 23:08:29.485877,2024-12-22 23:08:13.320470,2024-12-22 23:08:07.024030,2024-12-22 23:07:51.996527,2024-12-22 23:07:39.498762"
8949,"Schaatsverhuur,Schaatsverhuur,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","187,187,185,185,185,185",24.00,"2024-12-22 22:48:21.302779","2024-12-22 22:51:27.854070,2024-12-22 22:51:31.532289,2024-12-22 22:57:49.175303,2024-12-22 22:57:39.496706,2024-12-22 22:57:39.481977,2024-12-22 22:57:32.628505"
8950,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Kinderen,Kinderen,Kinderen,Kinderen,Volwassen,Kinderen,Kinderen","185,186,186,186,186,187,188,188",30.00,"2024-12-22 22:48:27.338426","2024-12-22 23:03:16.048156,2024-12-22 23:03:28.912701,2024-12-22 23:03:53.012124,2024-12-22 23:03:52.990664,2024-12-22 23:03:38.860608,2024-12-22 22:51:20.032380,2024-12-22 22:51:38.390732"
8951,"Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","187,187,187,187,187,187,187",30.00,"2024-12-22 22:50:32.197478","2024-12-22 22:54:54.529263,2024-12-22 22:54:27.523823,2024-12-22 22:54:01.519665,2024-12-22 22:54:01.503218,2024-12-22 22:53:19.665020,2024-12-22 22:52:56.611131,2024-12-22 22:52:14.341359"
8952,"Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen","185,185",12.00,"2024-12-22 22:53:15.389637","2024-12-22 23:02:10.138249,2024-12-22 23:02:18.090876"
8953,"Entree schaatsbaan,Entree schaatsbaan","Volwassen,Kinderen","185,186",10.50,"2024-12-22 22:55:09.038867","2024-12-22 22:56:07.454714,2024-12-22 22:56:15.512981"
8954,"Schaatsverhuur,Entree schaatsbaan","Volwassen,Volwassen","187,185",12.00,"2024-12-22 22:55:14.934446","2024-12-22 22:56:38.198436,2024-12-22 22:59:36.209578"
8955,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Kinderen,Volwassen,Kinderen","185,185,185,186,187,188",21.00,"2024-12-22 22:56:05.100370","2024-12-22 23:48:44.454367,2024-12-22 23:48:44.436364,2024-12-22 23:04:23.692911,2024-12-22 23:04:41.778964,2024-12-22 22:58:24.608089"
8956,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","183,183",16.00,"2024-12-22 22:56:20.243475","2024-12-22 22:57:12.026631,2024-12-22 22:57:22.274705"
8957,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","185,185,185,185,185,185,187,187",24.00,"2024-12-22 22:58:35.464615","2024-12-22 23:47:14.770472,2024-12-22 23:47:14.751609,2024-12-22 23:11:58.628532,2024-12-22 23:47:21.575674,2024-12-22 23:47:21.560435,2024-12-22 23:12:08.474613,2024-12-22 23:05:19.527880,2024-12-22 23:05:25.347630"
8959,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen","185,185,185,185",12.00,"2024-12-22 23:03:18.990869","2024-12-22 23:13:24.800267,2024-12-22 23:13:31.754409,2024-12-22 23:13:31.738221,2024-12-22 23:05:26.921693"
8960,"Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","183,183,183,183,183,183,183",56.00,"2024-12-22 23:14:18.579725","2024-12-22 23:59:47.463669,2024-12-22 23:59:52.953225,2024-12-23 00:00:02.799992,2024-12-23 00:00:07.718749,2024-12-23 00:00:11.988386,2024-12-23 00:00:18.653199,2024-12-23 00:00:27.457993"
8961,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","185,185,187,187",24.00,"2024-12-22 23:20:17.469857","2024-12-23 00:11:37.684988,2024-12-23 00:11:45.345298,2024-12-22 23:59:37.465099,2024-12-22 23:59:53.809100"
8962,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","185,185,185,187",12.00,"2024-12-22 23:23:53.256094","2024-12-22 23:48:27.866800,2024-12-22 23:48:27.848813,2024-12-22 23:30:32.850456,2024-12-22 23:25:38.393103"
8963,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","183,183",16.00,"2024-12-22 23:24:01.229798","2024-12-22 23:26:09.391753,2024-12-22 23:25:35.189146"
8964,"Reuzenrad ,Reuzenrad ","Volwassen,Kinderen","183,184",14.00,"2024-12-22 23:24:20.062198","2024-12-22 23:26:14.028167,2024-12-22 23:26:21.475047"
8965,"Reuzenrad ,Reuzenrad ","Volwassen,Kinderen","183,184",14.00,"2024-12-22 23:27:04.913955",NULL
8967,"Reuzenrad ,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Kinderen","183,183,184",22.00,"2024-12-22 23:38:56.273317","2024-12-24 17:30:27.051671,2024-12-24 17:30:48.501245,2024-12-24 17:31:08.670764"
8968,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","183,183",16.00,"2024-12-22 23:40:59.599762","2024-12-23 01:24:09.025159,2024-12-23 01:24:13.973619"
8969,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Kinderen,Volwassen,Volwassen,Kinderen","185,185,185,185,186,187,187,188",33.00,"2024-12-22 23:43:31.752390","2024-12-23 00:43:01.622291,2024-12-23 00:43:24.485091,2024-12-23 00:43:24.466175,2024-12-23 00:43:19.390573,2024-12-23 00:35:29.235297,2024-12-23 00:35:24.182202"
8970,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Kinderen,Volwassen,Volwassen,Kinderen","185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,186,187,187,188",33.00,"2024-12-22 23:46:50.101950","2024-12-24 17:17:46.674520,2024-12-24 17:17:46.660054,2024-12-24 17:17:41.920593,2024-12-24 17:17:41.905312,2024-12-24 17:04:50.948872,2024-12-24 17:04:50.926141,2024-12-24 17:04:41.680683,2024-12-24 17:04:41.668157,2024-12-24 17:04:37.028875,2024-12-24 17:04:37.014894,2024-12-24 17:04:32.702258,2024-12-24 17:04:32.687620,2024-12-24 17:04:26.069150,2024-12-24 17:04:26.051699,2024-12-24 17:04:25.923589,2024-12-24 17:04:25.909964,2024-12-24 17:04:25.781725,2024-12-24 17:04:25.768719,2024-12-24 17:04:25.620302,2024-12-24 17:17:52.429557"
8971,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Kinderen,Kinderen,Kinderen,Volwassen,Volwassen,Volwassen,Kinderen","185,185,185,186,186,186,187,187,187,188",21.00,"2024-12-23 00:07:12.739426","2024-12-28 23:01:38.367769,2024-12-28 23:01:38.351164,2024-12-28 23:01:17.178310,2024-12-28 23:01:29.700344,2024-12-28 23:01:29.683224,2024-12-28 23:01:09.025268,2024-12-28 22:52:18.106238,2024-12-28 22:52:18.087464,2024-12-28 22:51:51.081969,2024-12-28 22:52:38.954612"
8972,"Reuzenrad ,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Kinderen","183,183,184",22.00,"2024-12-23 00:16:43.703581","2024-12-23 00:19:09.846437,2024-12-23 00:19:03.862236,2024-12-23 00:18:55.802645"
8973,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Volwassen,Kinderen,Kinderen,Kinderen,Kinderen","185,186,186,186,186,186,186,187,188,188,188,188",30.00,"2024-12-23 00:18:05.403822","2024-12-23 14:37:33.244443,2024-12-23 15:17:04.812018,2024-12-23 15:17:04.796402,2024-12-23 14:37:19.477384,2024-12-23 15:17:09.200940,2024-12-23 15:17:09.183301,2024-12-23 14:37:28.223411,2024-12-23 14:32:02.238835,2024-12-23 14:31:51.036422,2024-12-23 14:31:51.018851,2024-12-23 14:31:43.233358,2024-12-23 14:31:34.653526"
8974,"Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen","187,187,188,188,188,188,188,188,188,188",21.00,"2024-12-23 00:24:37.364587","2024-12-23 21:46:06.123909,2024-12-23 21:46:32.934651,2024-12-23 21:46:32.930804,2024-12-23 21:46:32.923812,2024-12-23 21:46:32.910119,2024-12-23 21:46:32.906759,2024-12-23 21:46:32.906225,2024-12-23 21:46:32.901545"
8975,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Kinderen,Kinderen","185,185,186,186",21.00,"2024-12-23 00:28:36.407202","2024-12-23 21:56:21.798271,2024-12-23 21:55:24.785595,2024-12-23 21:56:12.955876,2024-12-23 21:55:17.474703"
8976,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Kinderen,Kinderen,Volwassen,Volwassen,Kinderen,Kinderen","185,185,186,186,187,187,188,188",42.00,"2024-12-23 00:29:29.824334","2024-12-23 21:47:12.292066,2024-12-27 19:57:39.032327,2024-12-23 21:47:02.555833,2024-12-27 19:57:48.255240,2024-12-23 21:41:02.516668,2024-12-27 19:49:42.375893,2024-12-23 21:40:59.076445,2024-12-27 19:49:52.366633"
8978,"Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","187,187,187,187,185,185,185,185",48.00,"2024-12-23 00:32:39.737733","2024-12-23 21:45:56.646433,2024-12-23 21:44:40.866343,2024-12-23 21:51:05.398500,2024-12-23 21:50:42.454058"
8979,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Kinderen,Kinderen,Volwassen,Kinderen,Kinderen","185,185,185,186,186,187,188,188",42.00,"2024-12-23 01:08:18.900250","2024-12-23 17:42:40.383849,2024-12-23 17:42:59.953406,2024-12-23 17:42:33.203277,2024-12-23 17:42:24.999729,2024-12-23 17:43:16.900499,2024-12-23 17:35:49.488131,2024-12-23 17:35:55.892951,2024-12-23 17:35:28.839181"
8981,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Kinderen,Volwassen,Volwassen,Kinderen","185,185,185,185,186,187,187,188",33.00,"2024-12-23 01:15:01.760922","2024-12-23 17:52:06.612328,2024-12-23 17:52:06.596488,2024-12-23 17:46:16.386679,2024-12-23 17:41:05.724003,2024-12-23 17:40:55.933715,2024-12-23 17:33:38.067881,2024-12-23 17:33:47.612497,2024-12-23 17:33:51.622718"
8982,"Entree schaatsbaan",Volwassen,185,6.00,"2024-12-23 01:31:20.843045","2024-12-29 17:55:35.127082"
8983,"Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen","185,187",49.50,"2024-12-23 01:31:46.868152","2024-12-23 19:20:01.737177,2024-12-23 19:13:22.584333"
8984,"Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen","185,187",12.00,"2024-12-23 01:34:19.415112",NULL
8985,Carrousel,Kinderen,153,3.50,"2024-12-23 01:50:13.137136","2024-12-24 00:18:49.342653"
8986,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Kinderen,Kinderen,Volwassen,Volwassen,Kinderen,Kinderen","185,185,186,186,187,187,188,188",42.00,"2024-12-23 01:53:05.573763","2024-12-23 21:51:46.895457,2024-12-23 21:51:29.500002,2024-12-23 21:51:53.092075,2024-12-23 21:51:38.860555,2024-12-23 21:46:13.182280,2024-12-23 21:46:09.102105,2024-12-23 21:45:59.002206,2024-12-23 21:46:03.302882"
8987,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Volwassen,Volwassen,Kinderen,Kinderen,Kinderen","185,185,185,185,185,185,185,185,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,187,187,188,188,188",72.00,"2024-12-23 01:59:01.067242","2024-12-26 18:01:02.239127,2024-12-26 18:01:02.218688,2024-12-26 17:03:09.617321,2024-12-26 18:01:09.727763,2024-12-26 18:01:09.712645,2024-12-26 17:03:18.748521,2024-12-26 17:03:28.863555,2024-12-26 17:03:37.012930,2024-12-26 18:37:28.900160,2024-12-26 18:37:28.884586,2024-12-26 18:12:21.868786,2024-12-26 18:12:21.850426,2024-12-26 18:12:12.900393,2024-12-26 18:12:12.881433,2024-12-26 18:07:26.586631,2024-12-26 18:01:57.488319,2024-12-26 18:01:57.473903,2024-12-26 17:04:12.769206,2024-12-26 17:04:12.753558,2024-12-26 17:03:57.809147,2024-12-26 17:03:57.793534,2024-12-26 17:03:49.456440,2024-12-26 18:07:34.629511,2024-12-26 18:00:21.476905,2024-12-26 18:00:21.462412,2024-12-26 17:04:33.460889,2024-12-26 17:04:33.446453,2024-12-26 17:04:23.021518,2024-12-26 18:00:52.187453,2024-12-26 16:49:55.723954,2024-12-26 16:46:35.348572,2024-12-26 16:49:43.963956,2024-12-26 16:45:32.945788,2024-12-26 16:45:27.876203"
8988,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","185,185,187,187",24.00,"2024-12-23 01:59:17.166439",NULL
8989,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","185,185,185,185,185,185,187,187,187,187,187,187,187,187,187,187,187,187",72.00,"2024-12-23 02:30:06.913510","2024-12-23 02:37:29.597412,2024-12-23 02:37:36.698782,2024-12-23 02:37:51.747904,2024-12-23 02:38:00.347590,2024-12-23 02:38:06.839611,2024-12-23 02:38:12.042805,2024-12-23 02:31:48.010292,2024-12-23 02:31:47.989491,2024-12-23 02:31:47.532300,2024-12-23 02:32:01.197734,2024-12-23 02:32:01.182604,2024-12-23 02:32:01.001099,2024-12-23 02:32:00.976275,2024-12-23 02:32:00.806516"
8995,"Schaatsverhuur,Schaatsverhuur,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","187,187,185,185,185,185,185",42.00,"2024-12-23 04:20:46.147712",NULL
8996,"Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen","185,187",12.00,"2024-12-23 07:45:09.839766","2024-12-23 17:32:47.445539,2024-12-23 17:28:08.238401"
8997,"Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen","185,187",37.00,"2024-12-23 12:13:43.387336","2024-12-23 18:53:42.058427,2024-12-23 18:43:25.441861"
8998,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Kinderen,Volwassen,Volwassen,Kinderen","185,185,186,187,187,188",33.00,"2024-12-23 12:21:44.429144","2024-12-25 16:01:35.755197,2024-12-25 16:01:25.030105,2024-12-25 16:01:08.310182,2024-12-25 15:53:33.797298,2024-12-25 15:53:30.350965,2024-12-25 15:53:26.416265"
8999,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Kinderen,Kinderen,Kinderen,Kinderen","186,186,188,188",18.00,"2024-12-23 12:57:51.889314","2024-12-23 15:17:13.824647,2024-12-23 15:17:21.985628,2024-12-23 15:09:34.595009,2024-12-23 15:08:04.989223"
9000,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Kinderen,Volwassen,Kinderen","185,186,187,188",21.00,"2024-12-23 13:01:36.510987","2024-12-23 17:08:52.242147,2024-12-23 17:09:02.387104,2024-12-23 17:03:30.627630,2024-12-23 17:03:21.988573"
9001,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Kinderen,Kinderen,Volwassen","185,185,185,186,186,187",33.00,"2024-12-23 13:13:47.985364","2024-12-24 17:07:49.750087,2024-12-24 17:07:57.132701,2024-12-24 17:08:07.131997,2024-12-24 17:08:11.397186,2024-12-24 17:08:24.967199,2024-12-24 16:54:41.344868"
9005,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","185,185,185,185,185,185,185,185,185,185,187,187",24.00,"2024-12-23 13:31:27.857908","2024-12-23 17:00:06.960689,2024-12-23 17:00:06.938031,2024-12-23 16:30:49.939737,2024-12-23 16:30:49.924673,2024-12-23 15:54:56.550156,2024-12-23 17:00:14.597353,2024-12-23 17:00:14.564290,2024-12-23 16:30:54.334740,2024-12-23 16:30:54.320423,2024-12-23 15:55:02.251866,2024-12-23 15:49:53.891098,2024-12-23 15:49:59.334399"
9007,"Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Kinderen,Kinderen","183,183,184,184",28.00,"2024-12-23 13:47:20.381345","2024-12-23 14:21:44.249116,2024-12-23 14:21:59.669285"
9008,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Kinderen,Volwassen,Kinderen","185,186,187,188",21.00,"2024-12-23 14:03:04.654067","2024-12-23 14:11:40.181176,2024-12-23 14:11:50.094618,2024-12-23 14:05:38.969357,2024-12-23 14:05:43.766661"
9009,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","185,185,187,187",24.00,"2024-12-23 14:51:28.928614","2024-12-23 19:19:50.803554,2024-12-23 19:19:42.195757,2024-12-23 19:11:08.242386,2024-12-23 19:11:03.058362"
9010,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur","Kinderen,Kinderen,Kinderen,Kinderen","186,186,186,188",34.00,"2024-12-23 14:52:34.078219","2024-12-23 16:02:41.051928,2024-12-23 16:02:41.036502,2024-12-23 15:10:46.685902,2024-12-23 14:58:32.705018"
9011,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen","186,186,186,186,186,186,186,186,188,188",18.00,"2024-12-23 14:55:41.009069","2024-12-23 23:30:06.584016,2024-12-23 23:30:06.568312,2024-12-23 22:21:42.268571,2024-12-23 22:55:52.712867,2024-12-23 22:55:52.694857,2024-12-23 22:44:57.048854,2024-12-23 22:44:57.030574,2024-12-23 22:21:48.452073,2024-12-23 22:14:12.404420,2024-12-23 22:14:08.920332"
9012,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Kinderen,Kinderen,Kinderen,Volwassen,Kinderen","185,185,186,186,186,187,188",27.00,"2024-12-23 15:00:19.003430","2024-12-23 15:15:00.408273,2024-12-23 15:25:04.989314,2024-12-23 15:11:08.666364,2024-12-23 15:11:08.650768,2024-12-23 15:11:03.945147,2024-12-23 15:05:11.130826,2024-12-23 15:05:17.487074"
