id,products,productsVariants,productsVariantsIds,total,createdAt,scannedAt
4705,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","185,185,185,185,185",18.00,"2024-12-01 17:22:38.027457","2024-12-01 17:40:27.362455,2024-12-01 17:40:34.517015,2024-12-01 17:41:06.465594,2024-12-01 17:41:06.449348,2024-12-01 17:40:43.529624"
4706,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Kinderen","185,185,186",16.50,"2024-12-01 17:23:50.254322","2024-12-01 17:32:18.040734,2024-12-01 17:32:24.598928,2024-12-01 17:32:34.992611"
4707,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Carrousel","Volwassen,Kinderen,Volwassen,Kinderen,Kinderen","185,186,187,188,153",24.50,"2024-12-01 17:25:51.221732","2024-12-01 19:12:54.292429,2024-12-01 19:13:05.663268,2024-12-01 19:07:20.656918,2024-12-01 19:07:09.679092,2024-12-01 20:29:46.760459"
4708,"Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Kinderen","187,187,188",16.50,"2024-12-01 17:26:01.968090","2024-12-01 17:26:40.754877,2024-12-01 17:26:47.346910,2024-12-01 17:26:52.202466"
4709,"Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen","187,187,187",18.00,"2024-12-01 17:26:05.371818","2024-12-01 17:28:31.859106,2024-12-01 17:28:36.240061,2024-12-01 17:28:40.216869"
4710,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Kinderen,Kinderen,Kinderen","186,186,186",4.50,"2024-12-01 17:34:05.510729","2024-12-01 18:18:52.576255,2024-12-01 18:18:52.561596,2024-12-01 18:00:42.009045"
4711,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","185,185,185,185,185,185",12.00,"2024-12-01 17:56:45.958714","2024-12-01 19:44:06.645152,2024-12-01 19:44:06.630634,2024-12-01 19:38:51.397943,2024-12-01 19:44:15.560588,2024-12-01 19:44:15.546230,2024-12-01 19:38:47.139392"
4712,"Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen","185,187",12.00,"2024-12-01 18:01:45.480699","2024-12-01 22:39:42.110187,2024-12-01 22:33:09.256452"
4715,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","183,183",8.00,"2024-12-01 18:37:19.488927","2024-12-06 19:32:01.484665,2024-12-01 22:22:04.824183"
4717,"Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen","185,185",12.00,"2024-12-01 18:42:56.824503","2024-12-01 18:55:55.870098,2024-12-01 18:55:49.349662"
4718,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen","186,186,186,186,186,186,186,186,186",13.50,"2024-12-01 18:45:29.196470","2024-12-01 19:16:27.124492,2024-12-01 19:16:27.107704,2024-12-01 19:11:28.030895,2024-12-01 19:16:40.257787,2024-12-01 19:16:40.243102,2024-12-01 19:10:51.957834,2024-12-01 19:16:16.136430,2024-12-01 19:16:16.123755,2024-12-01 19:11:11.145245"
4719,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","185,185,185,185,185,185",12.00,"2024-12-01 18:54:48.048787","2024-12-01 19:01:28.447052,2024-12-01 19:01:28.428482,2024-12-01 18:56:30.107103,2024-12-01 19:01:34.018721,2024-12-01 19:01:34.001550,2024-12-01 18:56:36.519903"
4720,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen","185,185,185",6.00,"2024-12-01 18:59:04.352584","2024-12-01 21:27:11.005324,2024-12-01 21:27:10.986963,2024-12-01 19:59:30.735343"
4721,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185",12.00,"2024-12-01 19:01:02.985311","2024-12-01 22:29:45.152270,2024-12-01 22:29:45.135221,2024-12-01 20:41:58.884871,2024-12-01 20:41:58.870974,2024-12-01 20:41:38.929309,2024-12-01 20:41:38.911191,2024-12-01 20:00:53.580193,2024-12-01 20:00:53.561786,2024-12-01 19:55:52.395021,2024-12-01 22:30:52.336991,2024-12-01 22:30:52.322422,2024-12-01 22:30:46.828440,2024-12-01 22:30:46.812184,2024-12-01 22:28:58.897238,2024-12-01 22:28:58.881220,2024-12-01 21:11:33.841926,2024-12-01 21:11:33.823187,2024-12-01 20:17:49.042649,2024-12-01 20:17:49.025507,2024-12-01 19:35:07.696905,2024-12-01 19:35:07.679195,2024-12-01 19:30:48.723492"
4722,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Kinderen,Volwassen,Kinderen","185,186,187,188",21.00,"2024-12-01 19:07:01.137786","2024-12-01 22:49:17.035511,2024-12-01 22:49:23.418498,2024-12-01 22:43:36.449270"
4723,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen","185,185,185",6.00,"2024-12-01 19:13:14.754318","2024-12-01 20:38:41.749245,2024-12-01 20:38:41.729228,2024-12-01 19:48:57.131683"
4724,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen","185,185,185",6.00,"2024-12-01 19:20:28.921558","2024-12-01 21:27:06.750710,2024-12-01 21:27:06.735011,2024-12-01 19:59:44.838962"
4725,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur","Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen","186,186,186,186,186,188",9.00,"2024-12-01 19:30:21.590709","2024-12-01 21:57:40.112696,2024-12-01 21:57:40.098179,2024-12-01 20:58:27.687727,2024-12-01 20:58:27.671434,2024-12-01 20:45:50.680138"
4726,"Reuzenrad ,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Volwassen","183,183,183",24.00,"2024-12-01 20:20:49.336766","2024-12-01 20:23:40.808812,2024-12-01 20:24:09.110254,2024-12-01 20:23:57.587394"
4727,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Kinderen,Volwassen,Volwassen","185,185,186,187,187",28.50,"2024-12-01 20:23:52.577468","2024-12-01 21:57:14.495854,2024-12-01 21:56:38.847941,2024-12-01 21:56:54.470497,2024-12-01 21:46:55.442590,2024-12-01 21:47:00.467851"
4728,"Entree schaatsbaan",Kinderen,186,4.50,"2024-12-01 20:29:29.804943","2024-12-01 20:36:46.020269"
4732,Schaatsverhuur,Kinderen,188,4.50,"2024-12-01 20:32:56.261798","2024-12-01 20:34:14.696759"
4737,"Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","187,187,187,185,185,185,185,185,185,185,185,185",36.00,"2024-12-01 20:36:31.174383","2024-12-01 20:45:19.038166,2024-12-01 20:45:19.020810,2024-12-01 20:38:29.720285,2024-12-01 20:45:36.537936,2024-12-01 20:45:36.523998,2024-12-01 20:45:31.541861,2024-12-01 20:45:31.526596,2024-12-01 20:38:35.202535,2024-12-01 20:38:40.485433"
4738,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Kinderen,Kinderen,Kinderen","185,185,185,185,185,185,186,186,186",16.50,"2024-12-01 20:43:51.825640","2024-12-01 20:56:55.056652,2024-12-01 20:56:55.041721,2024-12-01 20:45:15.735375,2024-12-01 20:57:14.421564,2024-12-01 20:57:14.403002,2024-12-01 20:45:22.844868,2024-12-01 20:56:28.569875,2024-12-01 20:56:28.555639,2024-12-01 20:45:29.496315"
4740,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","185,185,187,187,183,183",40.00,"2024-12-01 20:45:12.608308","2024-12-02 00:29:39.026828,2024-12-02 00:29:55.270826,2024-12-02 00:25:33.807408,2024-12-02 00:25:38.272018,2024-12-02 00:02:04.892788,2024-12-02 00:02:15.776402"
4741,"Entree schaatsbaan",Volwassen,185,6.00,"2024-12-01 20:45:31.614956","2024-12-02 00:26:14.065279"
4742,"Schaatsverhuur,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","187,185,185,185,185,185",12.00,"2024-12-01 21:02:12.080647","2024-12-01 21:03:57.078174,2024-12-01 21:43:07.703707,2024-12-01 21:43:07.691137,2024-12-01 21:15:15.264002,2024-12-01 21:15:15.239157,2024-12-01 21:10:39.090858"
4743,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","185,185,185,187",12.00,"2024-12-01 21:02:32.019945","2024-12-01 21:48:38.371478,2024-12-01 21:48:38.351105,2024-12-01 21:11:09.622498,2024-12-01 21:06:04.040075"
4744,"Schaatsverhuur,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen","187,185,185,185",12.00,"2024-12-01 21:03:08.723052","2024-12-01 21:05:49.007365,2024-12-01 21:48:33.057655,2024-12-01 21:48:33.036741,2024-12-01 21:10:48.107021"
4745,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","185,185,185,185,185,185,187,187",24.00,"2024-12-01 21:11:14.728968","2024-12-01 23:55:58.132167,2024-12-01 23:55:58.110836,2024-12-01 22:56:28.388672,2024-12-01 23:56:02.663035,2024-12-01 23:56:02.647180,2024-12-01 22:56:33.174085,2024-12-01 22:46:40.559293,2024-12-01 22:46:35.596240"
4747,"Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Kinderen,Kinderen,Volwassen,Volwassen,Volwassen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen","187,188,188,185,185,185,186,186,186,186,186,186",30.00,"2024-12-01 21:12:31.031607","2024-12-01 21:18:05.468861,2024-12-01 21:17:50.597853,2024-12-01 21:17:57.648160,2024-12-01 22:12:04.923467,2024-12-01 22:12:04.907223,2024-12-01 21:29:33.298462,2024-12-01 22:11:55.277901,2024-12-01 22:11:55.259060,2024-12-01 21:29:26.688148,2024-12-01 22:11:47.382176,2024-12-01 22:11:47.352141,2024-12-01 21:29:14.864563"
4748,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen","186,186,186,188,188,188",27.00,"2024-12-01 21:14:25.530905",NULL
4749,"Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Kinderen","187,187,188",16.50,"2024-12-01 21:19:01.814197","2024-12-01 22:04:54.242733,2024-12-01 22:04:48.306977,2024-12-01 22:04:41.913528"
4750,"Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen","185,185",12.00,"2024-12-01 21:20:09.302158",NULL
4751,"Entree schaatsbaan",Volwassen,185,6.00,"2024-12-01 21:30:29.420383","2024-12-01 21:46:54.401676"
4752,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Kinderen,Kinderen,Kinderen","185,185,185,185,186,186,186",16.50,"2024-12-01 21:30:38.831166","2024-12-01 21:49:26.010953,2024-12-01 22:13:12.606076,2024-12-01 22:13:12.585857,2024-12-01 21:49:10.857690,2024-12-01 22:24:44.191972,2024-12-01 22:24:44.174529,2024-12-01 21:49:33.915612"
4753,"Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen","185,187",12.00,"2024-12-01 21:32:54.441893","2024-12-01 21:43:17.570420,2024-12-01 21:38:13.432405"
4754,"Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Kinderen","187,187,188",16.50,"2024-12-01 21:33:54.869713","2024-12-01 21:43:09.127965"
4755,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","183,183",16.00,"2024-12-01 21:34:03.039018","2024-12-01 21:36:34.367286,2024-12-01 21:36:44.793618"
4756,"Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen","185,187",12.00,"2024-12-01 21:35:34.171345","2024-12-01 21:44:16.269741,2024-12-01 21:39:29.914567"
4757,"Entree schaatsbaan",Volwassen,185,6.00,"2024-12-01 21:36:43.967870","2024-12-01 21:46:22.122737"
4758,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","185,185,187,187",24.00,"2024-12-01 21:39:16.338496","2024-12-01 21:44:35.709532,2024-12-01 21:44:27.727226,2024-12-01 21:41:22.193610,2024-12-01 21:41:35.528970"
4759,"Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen","187,187",12.00,"2024-12-01 21:40:51.459008","2024-12-01 21:42:08.250006,2024-12-01 21:42:03.252529"
4760,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Kinderen","185,185,185,185,185,185,186",16.50,"2024-12-01 21:41:21.489410","2024-12-01 21:56:11.604688,2024-12-01 21:56:11.588605,2024-12-01 21:56:05.391941,2024-12-01 21:56:05.376704,2024-12-01 21:55:56.295432"
4761,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","185,185,185,185,185,185,185,185,185",18.00,"2024-12-01 21:42:17.421965","2024-12-01 21:57:45.123619,2024-12-01 21:57:45.107657,2024-12-01 21:44:38.492506,2024-12-01 21:57:53.900266,2024-12-01 21:57:53.885767,2024-12-01 21:44:43.472845,2024-12-01 21:58:02.241931,2024-12-01 21:58:02.227113,2024-12-01 21:44:48.855384"
4763,"Schaatsverhuur,Schaatsverhuur,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","187,187,185,185,185,185,185,185",24.00,"2024-12-01 21:45:13.838733","2024-12-01 22:32:21.261247,2024-12-01 22:32:21.245051,2024-12-01 22:27:48.206346,2024-12-01 22:32:11.560834,2024-12-01 22:32:11.544568,2024-12-01 22:28:51.253096"
4764,"Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Kinderen","187,187,188",16.50,"2024-12-01 21:47:56.073623","2024-12-01 21:48:46.725975,2024-12-01 21:48:53.788605,2024-12-01 21:48:58.578221"
4765,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","185,185,185,187",12.00,"2024-12-01 21:49:58.561001","2024-12-20 16:48:34.585590,2024-12-20 16:48:34.570366,2024-12-20 16:42:22.389749"
4767,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","185,185,187,187",24.00,"2024-12-01 22:06:32.117648","2024-12-01 22:23:46.093153,2024-12-01 22:23:52.394323,2024-12-01 22:16:06.039913,2024-12-01 22:16:10.165487"
4770,"Entree schaatsbaan,Entree schaatsbaan","Volwassen,Kinderen","185,186",10.50,"2024-12-01 22:10:07.080702","2024-12-01 22:47:51.471850,2024-12-01 22:48:17.385803"
4783,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Kinderen","185,185,186",16.50,"2024-12-01 22:15:43.160611","2024-12-01 22:18:00.356018,2024-12-01 22:18:11.544757,2024-12-01 22:18:26.436631"
4788,"Entree schaatsbaan,Entree schaatsbaan","Kinderen,Kinderen","186,186",9.00,"2024-12-01 22:16:28.753896","2024-12-01 22:48:29.885207,2024-12-01 22:48:43.123008"
4789,"Schaatsverhuur,Schaatsverhuur,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen","187,187,185,185",24.00,"2024-12-01 22:23:29.446923","2024-12-01 22:30:26.706909,2024-12-01 22:30:40.944201,2024-12-01 22:35:38.263403,2024-12-01 22:35:33.040997"
4790,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen","185,185,185",18.00,"2024-12-01 22:23:44.149429","2024-12-01 22:46:51.102640,2024-12-01 22:47:01.081687,2024-12-01 22:47:09.935982"
4793,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Kinderen,Kinderen,Kinderen,Kinderen","186,186,188,188",18.00,"2024-12-01 22:29:24.750987","2024-12-01 22:53:02.905700,2024-12-01 22:38:52.208208,2024-12-01 22:39:03.464698"
4797,"Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen","187,187,187",18.00,"2024-12-01 22:30:52.966566","2024-12-01 22:38:45.839926,2024-12-01 22:38:49.295087,2024-12-01 22:38:52.562797"
4806,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Kinderen,Volwassen,Kinderen","185,185,185,186,187,188",21.00,"2024-12-01 22:35:02.691208","2024-12-01 22:52:44.023023,2024-12-01 22:52:44.004116,2024-12-01 22:39:17.122705,2024-12-01 22:52:36.029875,2024-12-01 22:39:33.991012,2024-12-01 22:39:39.745294"
4807,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","185,185,187,187",24.00,"2024-12-01 22:40:54.495297","2024-12-01 22:57:45.566271,2024-12-01 22:57:54.929335,2024-12-01 22:53:09.007872,2024-12-01 22:53:14.128316"
4808,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","185,185,185,185,185,185,185,185,185",6.00,"2024-12-01 23:30:25.569294","2024-12-02 01:22:16.638304,2024-12-02 01:22:16.623956,2024-12-02 00:56:40.479765,2024-12-02 00:56:40.465010,2024-12-02 00:31:24.994848,2024-12-02 00:31:24.970489,2024-12-02 00:09:54.074294,2024-12-02 00:09:54.058491,2024-12-01 23:32:27.134413"
4814,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","185,185,185,185,185,185,185,185,185",6.00,"2024-12-01 23:33:23.307012","2024-12-02 00:39:04.156360,2024-12-02 00:39:04.138832,2024-12-02 00:37:14.724191,2024-12-02 00:37:14.710179,2024-12-02 00:05:41.646501,2024-12-02 00:05:41.635875,2024-12-01 23:41:52.477130,2024-12-01 23:41:52.455908,2024-12-01 23:34:32.999919"
4816,"Schaatsverhuur,Schaatsverhuur,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen","187,187,185,185",24.00,"2024-12-02 00:00:30.559704","2024-12-02 23:58:18.936124,2024-12-02 23:58:25.907601"
4817,"Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen","185,187",12.00,"2024-12-02 00:05:35.073452","2024-12-02 00:26:29.496109"
4818,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","183,183",16.00,"2024-12-02 01:18:17.010200",NULL
4819,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","185,185,187,187",24.00,"2024-12-02 04:45:37.707786",NULL
4822,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","185,185,187,187",24.00,"2024-12-02 14:11:24.881212",NULL
4830,"Entree schaatsbaan",Volwassen,185,0.00,"2024-12-02 18:29:17.004492","2024-12-02 18:30:21.094723"
4831,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","185,185,185,185,187,187,187,187",48.00,"2024-12-02 21:37:13.430335","2024-12-22 20:31:58.320182,2024-12-22 20:32:09.365306,2024-12-22 20:32:13.699041,2024-12-22 20:32:03.671426,2024-12-22 20:17:23.644945,2024-12-22 20:17:17.642896,2024-12-22 20:17:36.418664,2024-12-22 20:17:32.681364"
4832,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","183,183",16.00,"2024-12-02 21:52:03.133528",NULL
4833,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","185,185,185,185,185,185,185",6.00,"2024-12-02 21:54:58.495515","2024-12-02 23:29:36.013660,2024-12-02 23:29:35.988707,2024-12-02 23:29:17.235348,2024-12-02 23:29:17.219656,2024-12-02 22:56:27.044698,2024-12-02 22:56:27.029693,2024-12-02 22:56:12.706505"
4834,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","185,185,187,187",24.00,"2024-12-02 22:01:14.780363","2024-12-13 19:31:46.845350,2024-12-13 19:31:40.479444,2024-12-13 19:26:54.023664,2024-12-13 19:26:43.208080"
4836,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","183,183",16.00,"2024-12-02 23:39:04.628646","2024-12-04 22:01:23.601926,2024-12-04 22:01:16.094745"
4837,"Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen","185,187",12.00,"2024-12-02 23:53:34.742904","2024-12-11 00:15:01.460714,2024-12-11 00:11:06.430980"
4839,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","185,185,185,185,185,185,187,187",24.00,"2024-12-03 02:01:27.391328","2024-12-06 23:45:31.657500,2024-12-06 23:45:31.633495,2024-12-06 23:09:16.178813,2024-12-06 23:45:44.147545,2024-12-06 23:45:44.134369,2024-12-06 23:09:25.737732,2024-12-06 23:03:57.780160,2024-12-06 23:04:05.692233"
4841,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","183,183",16.00,"2024-12-03 02:15:41.853488",NULL
4842,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen","186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,188,188,188,188",36.00,"2024-12-03 02:19:16.275593","2024-12-06 19:12:38.206843,2024-12-06 19:12:38.190853,2024-12-06 17:52:14.841411,2024-12-06 17:52:14.821465,2024-12-06 17:42:07.188047,2024-12-06 19:12:43.452904,2024-12-06 19:12:43.428044,2024-12-06 17:52:09.153308,2024-12-06 17:52:09.136604,2024-12-06 17:42:15.697551,2024-12-06 19:13:03.354878,2024-12-06 19:13:03.339203,2024-12-06 17:52:02.619144,2024-12-06 17:52:02.603376,2024-12-06 17:42:32.386648,2024-12-06 19:13:07.572356,2024-12-06 19:13:07.553179,2024-12-06 17:51:50.732700,2024-12-06 17:51:50.714278,2024-12-06 17:42:38.645183"
