id,products,productsVariants,productsVariants,total,createdAt,scannedAt
1398,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Kinderen","143,143,144",16.50,2023-12-10 18:00:21.060218,"2023-12-10 19:05:49.511965,2023-12-10 19:05:34.192758,2023-12-10 19:05:42.912406"
1399,"Schaatsverhuur,Schaatsverhuur,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen","149,149,144,144,144,144",18.00,2023-12-10 18:03:30.516417,"2023-12-10 19:09:20.569890,2023-12-14 20:29:13.969790,2023-12-14 20:32:49.955091,2023-12-14 20:55:57.314099,2023-12-14 20:55:57.332825,2023-12-10 19:17:18.092912"
1400,"Schaatsverhuur,Schaatsverhuur,Entree schaatsbaan,Entree schaatsbaan,Carrousel,Carrousel","Volwassen,Kinderen,Volwassen,Kinderen,Kinderen,Kinderen","148,149,143,144,153,153",28.00,2023-12-10 18:05:11.184959,"2023-12-10 20:53:48.125086,2023-12-10 20:53:52.336268,2023-12-10 21:01:33.858169,2023-12-10 21:01:22.932062,2023-12-10 19:53:06.110826,2023-12-10 19:53:27.007028"
1401,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","143,143,148,148",24.00,2023-12-10 18:17:23.819655,"2023-12-11 01:28:25.682999,2023-12-11 01:28:37.106952"
1402,"Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen","143,143",12.00,2023-12-10 18:30:22.263966,"2023-12-10 18:46:17.936593,2023-12-10 18:46:23.611023"
1403,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Kinderen,Volwassen,Kinderen","143,144,148,149",21.00,2023-12-10 18:31:48.511172,"2023-12-10 18:47:20.325920,2023-12-10 18:47:06.888752,2023-12-10 18:40:21.521363,2023-12-10 18:40:33.162231"
1404,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",12.00,2023-12-10 18:34:07.266944,"2023-12-16 22:33:21.824131,2023-12-16 22:33:28.293127"
1405,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",12.00,2023-12-10 18:36:30.379328,2023-12-25 20:15:33.124989
1406,"Schaatsverhuur,Schaatsverhuur","Volwassen,Kinderen","148,149",10.50,2023-12-10 18:38:23.365547,"2023-12-10 18:43:11.138159,2023-12-10 18:43:16.204399"
1407,"Entree schaatsbaan,Entree schaatsbaan","Volwassen,Kinderen","143,144",10.50,2023-12-10 18:38:33.326642,NULL
1408,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",12.00,2023-12-10 18:43:17.208505,"2023-12-16 16:07:34.700684,2023-12-16 16:07:52.842509"
1409,"Entree schaatsbaan,Entree schaatsbaan","Kinderen,Kinderen","144,144",9.00,2023-12-10 18:43:31.544642,"2023-12-10 19:17:02.145265,2023-12-10 19:17:11.202040"
1410,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Kinderen,Volwassen,Kinderen","143,144,148,149",21.00,2023-12-10 18:48:32.932124,"2023-12-27 17:13:55.479897,2023-12-27 17:05:00.144084,2023-12-27 17:04:24.079913"
1411,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur","Kinderen,Kinderen,Kinderen,Kinderen","144,144,144,149",9.00,2023-12-10 18:54:23.359602,"2023-12-10 19:15:06.138320,2023-12-10 19:15:12.135111,2023-12-10 19:15:12.155294,2023-12-10 19:08:16.761548"
1412,"Entree schaatsbaan,Entree schaatsbaan","Volwassen,Kinderen","143,144",10.50,2023-12-10 18:57:46.515839,NULL
1413,"Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","150,150,150,150,150",18.00,2023-12-10 19:08:01.734618,"2023-12-10 19:12:53.853926,2023-12-10 19:12:58.980017,2023-12-10 19:13:03.245093"
1414,"Entree schaatsbaan,Entree schaatsbaan","Volwassen,Kinderen","143,144",0.00,2023-12-10 19:08:25.082632,NULL
1415,"Reuzenrad ",Volwassen,150,6.00,2023-12-10 19:08:44.783350,2023-12-10 19:09:54.526772
1417,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",12.00,2023-12-10 19:18:37.548560,"2023-12-15 18:55:47.349926,2023-12-15 18:55:28.107475"
1418,"Reuzenrad ,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Volwassen","150,150,150",12.00,2023-12-10 19:21:53.031933,"2023-12-25 17:39:17.468161,2023-12-25 17:39:26.421810"
1419,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Kinderen,Volwassen,Kinderen","143,144,148,149",0.00,2023-12-10 19:22:19.831522,NULL
1421,"Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen","143,143",12.00,2023-12-10 19:26:31.160282,"2023-12-10 23:40:51.722474,2023-12-10 23:40:43.607915"
1422,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen","144,144,144,149,149,149",27.00,2023-12-10 19:27:07.455856,"2023-12-10 20:13:27.550845,2023-12-10 20:13:07.336379,2023-12-10 20:13:16.998197,2023-12-10 20:09:42.143363,2023-12-10 20:09:21.917482,2023-12-10 20:09:34.581467"
1423,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",12.00,2023-12-10 19:28:22.287935,"2023-12-11 22:28:07.094832,2023-12-11 22:28:26.936567"
1424,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Kinderen,Volwassen,Kinderen","143,144,148,149",0.00,2023-12-10 19:28:33.019771,NULL
1425,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",12.00,2023-12-10 19:35:18.710572,"2023-12-10 19:49:59.718457,2023-12-10 19:50:05.390241"
1426,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Kinderen,Kinderen,Kinderen,Kinderen","143,143,143,143,143,143,143,143,144,144,144,149",21.00,2023-12-10 19:54:01.953516,"2023-12-10 20:11:00.385968,2023-12-10 20:20:24.762511,2023-12-10 20:20:24.782645,2023-12-10 20:40:24.309025,2023-12-10 20:40:24.321154,2023-12-10 20:11:21.422936,2023-12-10 20:20:50.509616,2023-12-10 20:20:50.521843,2023-12-10 20:11:27.855957,2023-12-10 20:21:07.769884,2023-12-10 20:21:07.780163,2023-12-10 20:11:11.435056"
1427,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen","143,143,143",18.00,2023-12-10 20:00:43.086759,"2023-12-10 21:06:59.039783,2023-12-10 21:06:53.922434,2023-12-10 21:07:13.060797"
1428,"Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen","143,148",12.00,2023-12-10 20:01:03.872167,"2023-12-10 22:59:10.600144,2023-12-10 22:53:41.654056"
1429,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Volwassen,Volwassen,Kinderen,Kinderen","143,143,143,143,144,144,144,144,144,144,144,144,148,148,149,149",31.50,2023-12-10 20:01:55.552446,"2023-12-17 16:52:14.112662,2023-12-17 16:04:52.310046,2023-12-17 16:52:25.406988,2023-12-17 16:52:25.424455,2023-12-17 16:05:22.908177,2023-12-17 16:52:20.386808,2023-12-17 16:52:20.397500,2023-12-17 16:05:14.958262,2023-12-17 16:05:29.122849,2023-12-17 16:05:29.143643,2023-12-17 16:52:34.327473,2023-12-17 16:52:34.341933,2023-12-17 15:56:48.635161,2023-12-17 15:56:44.168275,2023-12-17 15:56:39.096027,2023-12-17 15:56:33.288825"
1430,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",12.00,2023-12-10 20:15:59.036661,"2023-12-24 18:44:46.837802,2023-12-24 18:44:59.704249"
1431,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",12.00,2023-12-10 20:17:59.229252,"2023-12-13 21:51:40.161689,2023-12-13 21:51:52.213748"
1432,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",16.00,2023-12-10 20:20:17.053842,"2023-12-11 00:08:59.231117,2023-12-11 00:08:52.853850"
1434,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",12.00,2023-12-10 20:36:02.373817,"2023-12-16 16:30:51.727252,2023-12-16 16:30:46.799583"
1435,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Kinderen,Kinderen,Kinderen,Kinderen","144,144,144,144",9.00,2023-12-10 20:39:40.022633,"2023-12-10 20:54:12.897228,2023-12-10 20:54:18.220002,2023-12-10 21:54:19.417006,2023-12-10 21:54:19.441071"
1437,Entree schaatsbaan,Volwassen,143,6.00,2023-12-10 20:44:47.173702,NULL
1438,"Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen","143,148",12.00,2023-12-10 20:45:25.600184,2023-12-10 20:53:44.358778
1439,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Kinderen,Kinderen,Kinderen,Kinderen,Volwassen,Kinderen,Kinderen","143,143,143,143,143,144,144,144,144,148,149,149",30.00,2023-12-10 20:46:08.733644,"2023-12-10 20:54:01.948349,2023-12-10 20:59:06.786346,2023-12-10 20:59:06.807871,2023-12-10 20:59:36.346500,2023-12-10 20:59:36.362931,2023-12-10 20:53:54.398175,2023-12-10 20:59:00.199913,2023-12-10 20:59:00.216231,2023-12-10 20:53:45.849803,2023-12-10 20:53:50.570911"
1440,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",16.00,2023-12-10 20:46:37.635415,"2023-12-16 20:54:54.216365,2023-12-16 20:54:45.854289"
1441,Schaatsverhuur,Volwassen,148,6.00,2023-12-10 20:51:37.808323,2023-12-10 20:53:48.710643
1442,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",16.00,2023-12-10 20:51:55.715286,"2023-12-10 21:24:24.504317,2023-12-10 21:24:15.098848"
1443,"Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen","148,148,148",18.00,2023-12-10 20:53:09.774182,"2023-12-10 20:55:09.081870,2023-12-10 20:55:12.259786,2023-12-10 20:55:05.659106"
1444,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Kinderen,Kinderen,Kinderen,Volwassen,Kinderen","143,144,144,144,148,149",21.00,2023-12-10 20:59:05.633239,"2023-12-10 21:12:58.367735,2023-12-10 21:01:26.905697,2023-12-10 21:13:09.623547,2023-12-10 21:13:09.647505,2023-12-10 21:01:58.613028,2023-12-10 21:01:40.446585"
1445,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Kinderen,Kinderen,Kinderen,Volwassen,Kinderen","143,144,144,144,148,149",21.00,2023-12-10 21:03:39.935201,"2023-12-10 21:12:16.327094,2023-12-10 21:12:22.446686,2023-12-10 21:42:56.031909,2023-12-10 21:42:56.046978,2023-12-10 21:06:56.323556,2023-12-10 21:06:52.246917"
1446,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Kinderen,Kinderen,Volwassen,Kinderen,Kinderen","143,144,144,148,149,149",30.00,2023-12-10 21:06:41.222023,"2023-12-10 21:21:05.919559,2023-12-10 21:20:41.859818,2023-12-10 21:20:55.056406,2023-12-10 21:12:17.039383,2023-12-10 21:12:03.147694,2023-12-10 21:12:10.494015"
1449,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Volwassen,Kinderen,Kinderen,Kinderen","143,144,144,144,144,144,144,144,148,149,149,149",39.00,2023-12-10 21:38:42.265663,"2023-12-16 16:14:35.547297,2023-12-16 16:14:42.455654,2023-12-16 16:01:22.317317,2023-12-16 16:14:49.839053,2023-12-16 16:14:49.848295,2023-12-16 16:15:04.781493,2023-12-16 16:15:04.793427,2023-12-16 16:00:09.631194,2023-12-16 16:01:17.379725,2023-12-16 16:01:13.245234"
1450,"Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen","148,148",12.00,2023-12-10 21:54:22.114873,2023-12-10 21:55:25.880366
1451,"Schaatsverhuur,Schaatsverhuur,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen","148,148,143,143",24.00,2023-12-10 21:55:34.154401,"2023-12-10 21:59:51.983081,2023-12-10 22:00:43.906324,2023-12-10 22:07:06.165775,2023-12-10 22:07:11.390582"
1452,"Reuzenrad ",Volwassen,150,6.00,2023-12-10 22:04:16.846929,2023-12-17 16:26:22.272972
1454,"Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Volwassen,Volwassen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen","150,150,150,150,161,161,161,161,161",54.00,2023-12-10 22:23:08.987412,"2023-12-27 00:06:39.560491,2023-12-27 00:06:48.874298,2023-12-27 00:07:03.412519,2023-12-27 00:06:08.929489,2023-12-27 00:06:33.348024,2023-12-27 00:06:20.980771,2023-12-27 00:06:53.008092,2023-12-27 00:06:26.719788,2023-12-27 00:06:14.926159"
1455,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",12.00,2023-12-10 22:35:30.781504,"2023-12-15 17:59:17.235367,2023-12-15 17:59:30.398672"
1458,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","143,143,148,148",18.00,2023-12-10 22:43:19.040211,"2023-12-10 22:52:09.783790,2023-12-10 22:51:36.188475,2023-12-10 22:45:28.495063,2023-12-10 22:45:14.965831"
1459,"Reuzenrad ",Volwassen,150,6.00,2023-12-10 23:31:12.729108,NULL
1460,"Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","150,150,150,150,150,150",36.00,2023-12-10 23:48:43.647141,NULL
1461,"Reuzenrad ",Volwassen,150,8.00,2023-12-10 23:54:15.823600,2023-12-29 01:10:41.914115
1464,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","143,143,143,148,148,148",36.00,2023-12-11 00:52:36.696015,"2023-12-11 01:01:41.499336,2023-12-11 01:01:56.558536,2023-12-11 01:01:48.899568,2023-12-11 00:55:13.077075,2023-12-11 00:54:55.639255,2023-12-11 00:55:04.803389"
1466,"Carrousel,Carrousel","Kinderen,Kinderen","153,153",7.00,2023-12-11 01:02:02.464451,"2023-12-25 19:23:27.872683,2023-12-25 19:23:48.158063"
1470,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",16.00,2023-12-11 01:59:09.701726,NULL
1476,"Schaatsverhuur,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Kinderen,Kinderen,Kinderen,Kinderen","148,143,143,143,143,144,144,144,144",27.00,2023-12-11 13:28:54.273826,"2023-12-11 23:16:46.994706,2023-12-11 23:25:21.367430,2023-12-11 23:25:03.880654,2023-12-11 23:40:05.281086,2023-12-11 23:40:05.294603,2023-12-11 23:24:49.104858,2023-12-11 23:40:12.909909,2023-12-11 23:40:12.927304,2023-12-11 23:25:12.608261"
1477,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","143,143,143,143,148,148,150,150",40.00,2023-12-11 13:33:14.178919,"2023-12-29 20:38:00.228786,2023-12-29 20:48:58.103537,2023-12-29 20:48:58.121336,2023-12-29 20:48:52.312104,2023-12-29 20:38:11.811428,2023-12-29 21:44:19.405970,2023-12-29 21:44:11.285102"
1478,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",16.00,2023-12-11 13:40:18.717332,"2023-12-16 15:51:32.896240,2023-12-16 15:51:25.421980"
1479,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",12.00,2023-12-11 13:52:40.410813,NULL
1480,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","143,143,148,148",24.00,2023-12-11 14:00:20.044036,NULL
1481,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",12.00,2023-12-11 14:08:00.373048,NULL
1482,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",12.00,2023-12-11 14:18:22.736190,"2023-12-16 16:36:34.569864,2023-12-16 16:36:26.706066"
1483,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen,Volwassen","143,143,148",13.50,2023-12-11 14:31:21.729611,"2023-12-23 18:58:22.645274,2023-12-23 18:58:12.478400,2023-12-23 18:51:33.062354"
1484,"Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Volwassen,Kinderen,Kinderen","150,150,150,161,161",40.00,2023-12-11 14:33:35.612949,"2023-12-16 16:15:59.728027,2023-12-16 16:16:10.915077,2023-12-16 16:15:54.774113,2023-12-16 16:15:45.833311"
1485,Schaatsverhuur,Volwassen,148,4.50,2023-12-11 14:37:33.229952,2023-12-23 18:51:28.438799
1486,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",12.00,2023-12-11 14:45:37.320096,NULL
1488,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",16.00,2023-12-11 15:19:45.264919,"2023-12-11 16:28:33.991937,2023-12-11 16:28:38.921578"
1490,Entree schaatsbaan,Volwassen,143,4.50,2023-12-11 15:48:56.355182,2023-12-20 16:39:43.763073
1491,"Reuzenrad ,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Volwassen","150,150,150",12.00,2023-12-11 15:56:03.692765,"2023-12-13 19:02:12.720817,2023-12-13 19:01:56.952160,2023-12-13 19:02:05.482439"
1493,"Reuzenrad ",Volwassen,150,6.00,2023-12-11 16:04:03.067268,2023-12-11 16:37:27.261989
1494,"Reuzenrad ",Volwassen,150,8.00,2023-12-11 16:50:16.117289,2023-12-11 22:39:12.163492
1495,"Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Kinderen,Kinderen","150,150,161,161",24.00,2023-12-11 16:58:08.039181,"2023-12-11 17:24:26.312639,2023-12-11 17:24:20.455021,2023-12-11 17:24:35.894459,2023-12-11 17:24:31.698324"
1498,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",12.00,2023-12-11 17:42:23.114847,"2023-12-11 17:45:43.907154,2023-12-11 17:45:53.467111"
1499,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","143,143,148,148",24.00,2023-12-11 18:00:12.634459,"2023-12-11 20:18:48.420920,2023-12-11 20:18:54.060814,2023-12-11 20:15:39.325986,2023-12-11 20:15:46.782567"
1500,"Entree schaatsbaan,Entree schaatsbaan","Volwassen,Kinderen","143,144",10.50,2023-12-11 18:12:50.676173,NULL
1502,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Kinderen","143,143,143,143,144",28.50,2023-12-11 18:14:47.998277,"2023-12-27 22:25:00.676999,2023-12-27 22:25:20.359471,2023-12-27 22:25:14.148924,2023-12-27 22:25:06.213352"
1503,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",12.00,2023-12-11 18:29:23.451940,"2023-12-17 23:04:03.452189,2023-12-17 23:03:56.444384"
1504,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",16.00,2023-12-11 18:43:47.311533,"2023-12-11 21:57:40.229987,2023-12-11 21:57:45.140225"
1506,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",12.00,2023-12-11 19:26:15.299294,"2023-12-15 17:57:05.831547,2023-12-15 17:56:51.252762"
1507,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",6.00,2023-12-11 19:27:25.319675,"2023-12-18 19:17:58.501070,2023-12-18 19:18:15.100938"
1508,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","143,143,143,148,148,148",27.00,2023-12-11 19:29:49.887665,"2023-12-31 00:10:13.147112,2023-12-31 00:10:25.304411,2023-12-31 00:10:20.616731,2023-12-31 00:04:19.113171,2023-12-31 00:04:14.988173,2023-12-31 00:04:24.634188"
1509,"Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Volwassen,Volwassen","150,150,150,150",24.00,2023-12-11 19:35:28.158959,"2023-12-11 20:20:35.608709,2023-12-11 20:20:20.589389,2023-12-11 20:20:44.057640,2023-12-11 20:20:28.050804"
1510,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","143,143,143,148",12.00,2023-12-11 20:02:11.443705,"2023-12-11 20:06:37.501741,2023-12-11 20:18:58.755490,2023-12-11 20:18:58.772133,2023-12-11 20:06:01.733511"
1511,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",12.00,2023-12-11 20:13:10.030995,"2023-12-11 20:16:38.165574,2023-12-11 20:16:53.141572"
1512,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen","143,143,143",6.00,2023-12-11 20:17:25.534713,"2023-12-11 20:18:13.332755,2023-12-11 20:21:40.424921,2023-12-11 20:21:40.435478"
1513,"Reuzenrad ,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Kinderen","150,150,161",18.00,2023-12-11 20:29:36.641667,"2023-12-17 17:55:32.897231,2023-12-17 17:55:52.608406,2023-12-17 17:55:47.248032"
1514,"Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen","143,148",12.00,2023-12-11 21:06:49.481908,"2023-12-11 21:13:33.246170,2023-12-11 21:11:08.926343"
1516,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","143,143,148,148",24.00,2023-12-11 21:20:27.398880,"2023-12-11 23:12:29.296531,2023-12-11 23:12:36.742216,2023-12-11 23:08:22.723217,2023-12-11 23:08:17.515465"
1518,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen","143,143,143,144,144,144,144,144,144",15.00,2023-12-11 21:31:32.473171,"2023-12-11 21:32:50.285899,2023-12-11 21:43:41.579934,2023-12-11 21:43:41.596163,2023-12-11 21:32:18.067671,2023-12-11 22:10:26.813988,2023-12-11 22:10:26.826999,2023-12-11 22:19:27.213773,2023-12-11 22:19:27.222723,2023-12-11 21:32:30.707626"
1519,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",16.00,2023-12-11 21:34:59.852908,"2023-12-23 15:44:29.300664,2023-12-23 15:44:22.101779"
1521,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","143,143,143,143,143,143,143,143,143",6.00,2023-12-11 22:23:11.337442,"2023-12-11 22:24:21.040503,2023-12-11 22:27:46.559753,2023-12-11 22:27:46.576786,2023-12-11 22:27:58.538557,2023-12-11 22:27:58.556336,2023-12-11 23:05:14.313909,2023-12-11 23:05:14.333645,2023-12-11 23:40:21.047826,2023-12-11 23:40:21.065956"
1524,Schaatsverhuur,Volwassen,148,6.00,2023-12-11 22:52:20.109940,2023-12-11 23:01:48.143811
1525,Schaatsverhuur,Volwassen,148,6.00,2023-12-11 23:35:10.904463,2023-12-11 23:38:02.185317
1526,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","143,143,143,143,143,143,143,143,143",6.00,2023-12-11 23:40:30.031034,"2023-12-11 23:46:53.199604,2023-12-12 00:10:13.706046,2023-12-12 00:10:13.717990,2023-12-12 00:33:17.375921,2023-12-12 00:33:17.383988,2023-12-12 01:09:16.655678,2023-12-12 01:09:16.678413,2023-12-12 01:19:22.998301,2023-12-12 01:19:23.010320"
1528,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",12.00,2023-12-11 23:52:36.882588,"2023-12-12 00:36:13.933019,2023-12-12 00:36:05.119526"
1529,"Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen","143,148",12.00,2023-12-11 23:59:33.479514,"2023-12-12 19:00:42.740144,2023-12-12 18:51:36.727208"
