id,products,productsVariants,productsVariants,total,createdAt,scannedAt
2099,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","143,143,143,143,143,143",12.00,2023-12-17 19:41:50.015849,"2023-12-17 19:56:50.990451,2023-12-17 20:20:08.665924,2023-12-17 20:20:08.676401,2023-12-17 19:57:02.614170,2023-12-17 20:19:59.348548,2023-12-17 20:19:59.364281"
2100,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","143,143,143,143,143,143,143,143,143,143,143,143,143,143,148,148,148,148,148,148",54.00,2023-12-17 19:46:21.910701,"2023-12-17 19:55:29.548447,2023-12-17 20:04:20.184005,2023-12-17 20:04:20.195314,2023-12-17 19:55:23.392766,2023-12-17 20:04:14.863398,2023-12-17 20:04:14.878314,2023-12-17 20:04:35.538703,2023-12-17 19:55:32.738098,2023-12-17 20:04:27.625962,2023-12-17 20:04:27.637225,2023-12-17 19:55:20.074252,2023-12-17 20:04:07.430295,2023-12-17 20:04:07.442668,2023-12-17 20:04:40.875024,2023-12-17 19:55:36.192571,2023-12-17 19:55:16.871208,2023-12-17 19:55:42.422248"
2101,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Kinderen","143,143,144",16.50,2023-12-17 19:48:30.457084,NULL
2102,"Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Kinderen,Kinderen,Kinderen","148,148,149,149,149",25.50,2023-12-17 19:50:07.635617,"2023-12-17 19:52:06.984340,2023-12-17 19:51:58.767456,2023-12-17 19:51:54.724975,2023-12-17 19:51:48.439948"
2103,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","143,143,143,143,143,143",24.00,2023-12-17 19:50:29.739970,"2023-12-17 20:14:46.832638,2023-12-17 20:05:58.616371,2023-12-17 20:14:55.614336,2023-12-17 20:14:29.252886,2023-12-17 20:14:37.800667,2023-12-17 20:14:37.812270"
2104,"Entree schaatsbaan,Entree schaatsbaan","Volwassen,Kinderen","143,144",10.50,2023-12-17 19:52:05.379074,"2023-12-17 22:10:41.311286,2023-12-17 22:12:49.201519"
2106,"Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen","143,143",12.00,2023-12-17 19:58:44.986246,"2023-12-17 20:13:40.326870,2023-12-17 20:13:32.170514"
2107,"Reuzenrad ",Volwassen,150,6.00,2023-12-17 20:00:03.939611,2023-12-17 20:23:59.726034
2108,"Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen","148,148",12.00,2023-12-17 20:00:42.238671,NULL
2109,Schaatsverhuur,Kinderen,149,4.50,2023-12-17 20:01:30.508253,2023-12-17 22:02:55.693449
2110,Schaatsverhuur,Volwassen,148,6.00,2023-12-17 20:07:35.310837,2023-12-17 20:11:44.820154
2111,"Carrousel,Carrousel,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ","Kinderen,Kinderen,Volwassen,Volwassen,Volwassen,Kinderen,Kinderen","153,153,150,150,150,161,161",39.00,2023-12-17 20:10:12.820713,"2023-12-17 20:33:20.091067,2023-12-17 20:33:48.378118,2023-12-17 20:15:01.892004,2023-12-17 20:14:42.149683,2023-12-17 20:14:46.798803,2023-12-17 20:14:25.079228,2023-12-17 20:14:14.585979"
2113,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",16.00,2023-12-17 20:21:49.494743,"2023-12-17 20:32:55.556919,2023-12-17 20:32:34.080017"
2114,"Reuzenrad ,Reuzenrad ","Volwassen,Kinderen","150,161",0.00,2023-12-17 20:23:45.186810,2023-12-17 20:27:13.285654
2115,"Schaatsverhuur,Schaatsverhuur","Kinderen,Kinderen","149,149",9.00,2023-12-17 20:37:13.862333,NULL
2116,"Reuzenrad ,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Kinderen","150,150,161",16.00,2023-12-17 20:45:44.947405,"2023-12-17 21:01:53.532026,2023-12-17 21:02:43.005219"
2117,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",16.00,2023-12-17 20:53:25.823638,"2023-12-18 15:21:09.020360,2023-12-18 15:21:21.171967"
2119,"Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","148,148,148,143,143,143",36.00,2023-12-17 21:09:10.193429,"2023-12-17 21:10:49.313444,2023-12-17 21:11:33.418401,2023-12-17 21:11:21.229734,2023-12-17 21:17:42.610957,2023-12-17 21:18:15.528414,2023-12-17 21:18:03.400477"
2121,"Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen","143,143",12.00,2023-12-17 21:11:22.740467,"2023-12-17 21:24:41.143459,2023-12-17 21:24:34.366131"
2122,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",12.00,2023-12-17 21:13:00.676965,"2023-12-17 21:30:08.363865,2023-12-17 21:30:00.837576"
2124,"Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen","148,148",12.00,2023-12-17 21:16:59.152190,"2023-12-17 21:18:03.518081,2023-12-17 21:17:57.873327"
2125,"Entree schaatsbaan,Schaatsverhuur","Kinderen,Kinderen","144,149",9.00,2023-12-17 21:19:00.739213,"2023-12-17 21:25:47.600833,2023-12-17 21:23:15.611051"
2126,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen","143,143,143",18.00,2023-12-17 21:22:15.481629,"2023-12-17 21:38:00.817961,2023-12-17 21:38:07.839459,2023-12-17 21:37:50.677124"
2127,"Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen","148,148,148",18.00,2023-12-17 21:26:14.672563,"2023-12-17 21:27:43.019716,2023-12-17 21:27:27.875590,2023-12-17 21:27:38.832899"
2128,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",12.00,2023-12-17 21:27:20.825068,"2023-12-18 17:54:16.416893,2023-12-18 17:54:34.816636"
2129,"Reuzenrad ,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Volwassen","150,150,150",24.00,2023-12-17 21:29:07.620044,"2023-12-17 22:13:40.116970,2023-12-17 22:14:01.154539,2023-12-17 22:13:47.168697"
2130,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",16.00,2023-12-17 21:29:56.419711,"2023-12-17 21:31:25.872937,2023-12-17 21:31:18.765216"
2132,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","143,143,143,143,143,143,143,143,143,143,143,143,143,143,143",30.00,2023-12-17 21:43:05.844492,"2023-12-27 16:57:40.878799,2023-12-27 17:02:43.259354,2023-12-27 17:02:43.284084,2023-12-27 16:58:08.843399,2023-12-27 17:02:51.044584,2023-12-27 17:02:51.059763,2023-12-27 16:57:20.515879,2023-12-27 17:02:35.800862,2023-12-27 17:02:35.817982,2023-12-27 16:58:38.590006,2023-12-27 17:02:57.841315,2023-12-27 17:02:57.859453,2023-12-27 16:58:58.554890,2023-12-27 17:03:02.929178,2023-12-27 17:03:02.946957"
2133,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","143,143,143,143,143,143,148,148",24.00,2023-12-17 22:12:59.850553,"2023-12-18 00:52:57.299220,2023-12-18 00:53:03.355380,2023-12-18 00:53:03.366390,2023-12-18 00:53:12.935685,2023-12-18 00:53:12.946198,2023-12-18 00:53:28.373290,2023-12-18 00:47:09.243038,2023-12-18 00:47:16.121747"
2134,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","143,143,148,148",24.00,2023-12-17 22:18:34.977736,"2023-12-17 22:32:05.249081,2023-12-17 22:31:54.067189,2023-12-17 22:22:49.069637,2023-12-17 22:23:08.581381"
2135,"Schaatsverhuur,Schaatsverhuur","Volwassen,Kinderen","148,149",10.50,2023-12-17 22:25:22.319287,"2023-12-17 22:28:48.028561,2023-12-17 22:28:23.099485"
2136,"Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen","143,148",12.00,2023-12-17 22:25:48.670589,"2023-12-20 21:09:16.617219,2023-12-20 21:01:03.394771"
2137,"Entree schaatsbaan,Entree schaatsbaan","Volwassen,Kinderen","143,144",10.50,2023-12-17 22:36:56.647616,"2023-12-17 22:39:05.561505,2023-12-17 22:38:50.562103"
2139,"Reuzenrad ,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Volwassen","150,150,150",16.00,2023-12-17 22:55:23.846154,"2023-12-18 00:00:12.062653,2023-12-18 00:00:33.944554,2023-12-18 00:00:23.541910"
2141,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","143,143,148,148",24.00,2023-12-17 23:01:12.395080,"2023-12-18 00:20:31.190914,2023-12-18 00:20:38.723260,2023-12-18 00:12:54.051846,2023-12-18 00:13:02.590175"
2142,"Reuzenrad ",Volwassen,150,42.00,2023-12-17 23:03:08.550935,NULL
2143,"Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen","143,148",9.00,2023-12-17 23:16:29.338628,"2023-12-19 14:25:00.502682,2023-12-19 14:14:29.502317"
2144,"Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Kinderen,Kinderen,Volwassen,Volwassen,Kinderen,Kinderen,Kinderen,Kinderen","148,148,149,149,143,143,144,144,144,144",42.00,2023-12-17 23:25:15.249867,"2023-12-17 23:27:04.034885,2023-12-17 23:27:12.437206,2023-12-17 23:27:19.130354,2023-12-17 23:27:25.571248,2023-12-17 23:38:24.807576,2023-12-17 23:38:37.812048,2023-12-17 23:38:48.255055,2023-12-17 23:38:54.521674,2023-12-17 23:38:59.263900,2023-12-17 23:38:59.283886"
2145,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","143,143,148,148",24.00,2023-12-17 23:25:24.994379,"2023-12-20 18:49:46.642586,2023-12-20 18:49:58.084185,2023-12-20 18:43:07.343360,2023-12-20 18:43:38.977943"
2146,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","143,143,148,148",24.00,2023-12-17 23:27:21.032421,"2023-12-17 23:44:38.674150,2023-12-17 23:44:59.620855,2023-12-17 23:39:20.471461,2023-12-17 23:39:15.930931"
2148,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","143,143,148,148",24.00,2023-12-17 23:36:48.132924,"2023-12-18 17:31:33.243503,2023-12-18 17:31:38.258947,2023-12-18 17:25:53.036157,2023-12-18 17:25:57.862655"
2149,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",12.00,2023-12-17 23:39:59.244623,"2023-12-25 17:09:08.604034,2023-12-25 17:09:14.247675"
2152,Entree schaatsbaan,Volwassen,143,0.00,2023-12-17 23:57:58.205752,NULL
2153,Schaatsverhuur,Kinderen,149,0.00,2023-12-18 00:04:44.686648,NULL
2156,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","143,143,148,148",24.00,2023-12-18 00:40:22.831563,"2023-12-18 00:51:07.919492,2023-12-18 00:50:54.194994,2023-12-18 00:41:37.717656,2023-12-18 00:41:33.843225"
2158,"Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen","143,143",9.00,2023-12-18 00:58:39.357319,NULL
2159,"Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen","148,148",9.00,2023-12-18 01:00:23.864056,NULL
2160,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",12.00,2023-12-18 01:54:14.142973,"2023-12-27 22:55:07.544362,2023-12-27 22:55:13.679445"
2161,"Reuzenrad ",Volwassen,150,32.00,2023-12-18 01:54:42.337952,2023-12-18 21:19:18.726600
2163,Schaatsverhuur,Volwassen,148,6.00,2023-12-18 02:21:02.280971,2023-12-18 20:13:47.157359
2165,Entree schaatsbaan,Volwassen,143,6.00,2023-12-18 02:23:52.938169,NULL
2167,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","143,143,148,148",24.00,2023-12-18 04:49:39.744065,NULL
2169,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur","Kinderen,Kinderen,Kinderen,Kinderen","144,144,144,149",9.00,2023-12-18 11:22:38.236250,"2023-12-22 16:39:03.315149,2023-12-22 16:39:18.935441,2023-12-22 16:39:18.947881,2023-12-22 16:30:46.029414"
2171,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Kinderen,Volwassen,Kinderen","143,144,148,149",21.00,2023-12-18 12:52:40.092963,"2023-12-20 18:27:42.657489,2023-12-20 18:27:55.329267,2023-12-20 18:21:45.559792,2023-12-20 18:21:59.425811"
2173,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",16.00,2023-12-18 13:43:31.924759,NULL
2175,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Volwassen,Volwassen,Kinderen,Kinderen,Kinderen","143,143,143,143,144,144,144,144,144,144,144,148,148,149,149,149",51.00,2023-12-18 14:33:53.330949,"2023-12-23 20:47:34.512462,2023-12-23 20:47:40.491921,2023-12-23 21:40:20.217246,2023-12-23 21:40:20.229503,2023-12-23 20:48:07.534764,2023-12-23 20:48:16.487349,2023-12-23 20:48:16.504054,2023-12-23 20:47:30.066383,2023-12-23 21:58:22.276269,2023-12-23 21:58:22.289256,2023-12-23 20:47:45.506334,2023-12-23 20:39:08.120717,2023-12-23 20:39:11.773338,2023-12-23 20:39:20.490545,2023-12-23 20:38:54.800229,2023-12-23 20:39:03.200345"
2176,"Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Kinderen","148,148,149",16.50,2023-12-18 14:37:28.580953,"2023-12-23 21:56:04.887727,2023-12-23 21:56:00.213951,2023-12-23 21:56:10.463579"
2177,"Reuzenrad ",Volwassen,150,6.00,2023-12-18 15:39:51.626772,NULL
2178,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",16.00,2023-12-18 15:42:41.917248,"2023-12-30 17:00:05.208956,2023-12-30 17:00:19.937951"
2179,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen","143,143,143,143,143,144,144,144,144,144,144,144,144",15.00,2023-12-18 16:13:38.493186,"2023-12-18 16:49:47.100436,2023-12-18 16:56:20.096687,2023-12-18 16:56:20.110592,2023-12-18 16:56:40.387157,2023-12-18 16:56:40.403637,2023-12-18 16:49:51.678741,2023-12-18 16:56:59.055108,2023-12-18 16:56:59.068176,2023-12-18 18:24:36.079029,2023-12-18 18:24:36.097023,2023-12-18 18:21:31.251135,2023-12-18 18:24:26.313691,2023-12-18 18:24:26.325613"
2180,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","143,143,148,148",24.00,2023-12-18 16:28:36.144183,"2023-12-18 18:52:31.619436,2023-12-18 18:52:38.087421,2023-12-18 18:48:47.824339,2023-12-18 18:48:35.827740"
2182,"Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen","143,148",12.00,2023-12-18 16:48:34.616253,2023-12-18 23:10:50.993884
2183,"Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","148,148,148,143,143,143",36.00,2023-12-18 16:52:06.481678,"2023-12-18 23:08:35.881659,2023-12-18 23:01:51.051855,2023-12-18 23:10:17.271173,2023-12-18 23:10:39.847277,2023-12-18 23:10:26.184367"
2184,"Entree schaatsbaan,Entree schaatsbaan","Kinderen,Kinderen","144,144",9.00,2023-12-18 17:17:38.049058,"2023-12-22 19:31:33.725894,2023-12-22 19:31:37.906636"
2189,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Kinderen,Kinderen,Volwassen,Volwassen,Kinderen","143,143,144,144,148,148,149",37.50,2023-12-18 17:52:43.305039,"2023-12-27 14:08:49.880701,2023-12-27 14:08:57.533822,2023-12-27 14:08:44.780222,2023-12-27 14:08:33.678596,2023-12-27 14:04:10.847940,2023-12-27 14:04:14.829515,2023-12-27 14:03:59.584827"
2190,"Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen","143,148",12.00,2023-12-18 17:54:32.688121,"2023-12-18 18:01:27.092265,2023-12-18 17:55:40.235646"
2191,"Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen","143,148",12.00,2023-12-18 17:54:35.960299,"2023-12-18 18:01:37.901456,2023-12-18 17:55:30.316361"
2192,"Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen","143,148",12.00,2023-12-18 17:55:01.120712,2023-12-18 17:56:15.882383
2193,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Kinderen,Kinderen,Kinderen","143,143,143,143,143,143,144,144,144",16.50,2023-12-18 18:21:47.030270,"2023-12-18 19:22:59.717116,2023-12-18 19:42:05.637842,2023-12-18 19:42:05.656191,2023-12-18 19:23:06.931805,2023-12-18 19:40:24.822677,2023-12-18 19:40:24.832043,2023-12-18 19:22:53.736903,2023-12-18 19:41:59.674708,2023-12-18 19:41:59.689914"
2195,"Reuzenrad ,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Kinderen","150,150,161",18.00,2023-12-18 18:55:53.337210,"2023-12-18 21:33:51.295803,2023-12-18 21:33:38.527280"
2196,"Schaatsverhuur,Schaatsverhuur","Volwassen,Kinderen","148,149",10.50,2023-12-18 19:31:10.009224,"2023-12-18 19:34:38.090220,2023-12-18 19:34:31.723159"
2199,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","143,143,143,143,143,143,148,148",18.00,2023-12-18 21:10:09.223838,"2023-12-18 21:15:56.712545,2023-12-18 21:16:01.350688,2023-12-18 21:21:46.229949,2023-12-18 21:21:46.248718,2023-12-18 21:22:38.520584,2023-12-18 21:22:38.528571,2023-12-18 21:16:05.473318,2023-12-18 21:16:09.504732"
2200,"Schaatsverhuur,Entree schaatsbaan","Volwassen,Volwassen","148,143",12.00,2023-12-18 21:23:09.985597,"2023-12-18 23:04:45.479389,2023-12-18 23:10:46.664472"
2205,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","143,143,148,148",24.00,2023-12-18 22:17:56.902427,"2023-12-18 23:08:58.267307,2023-12-18 23:09:02.859415,2023-12-18 23:03:53.248413,2023-12-18 23:03:48.007964"
2206,"Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen","143,148",12.00,2023-12-18 22:35:14.947496,"2023-12-18 23:10:11.866474,2023-12-18 23:05:42.155215"
2207,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Kinderen","143,143,143,143,143,143,143,143,143,143,143,143,144,144,144,144,144,148,148,148,148,148,148,149",81.00,2023-12-18 22:45:44.185330,"2023-12-26 19:20:36.895690,2023-12-26 19:27:30.238272,2023-12-26 19:27:30.260728,2023-12-26 19:26:40.325381,2023-12-26 19:20:40.866904,2023-12-26 19:27:36.603598,2023-12-26 19:27:36.616935,2023-12-26 19:32:23.338279,2023-12-26 19:32:23.351521,2023-12-26 19:32:44.745102,2023-12-26 19:20:44.300401,2023-12-26 19:27:44.875261,2023-12-26 19:27:44.885532,2023-12-26 19:32:29.465507,2023-12-26 19:32:29.481864,2023-12-26 19:20:19.206576,2023-12-26 19:20:51.582533,2023-12-26 19:20:27.167068,2023-12-26 19:20:31.976980"
2208,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","143,143,148,148",24.00,2023-12-18 22:46:08.358554,"2023-12-18 23:21:23.523600,2023-12-18 23:21:28.814309,2023-12-18 23:16:24.337120,2023-12-18 23:16:30.058567"
2210,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","143,143,143,143,143,143,143,143,143,143,143",30.00,2023-12-18 23:12:55.973527,"2023-12-19 21:27:45.650155,2023-12-19 21:27:52.896684,2023-12-19 21:28:02.644817,2023-12-19 21:27:11.039437,2023-12-19 21:27:21.275816,2023-12-19 21:27:21.299589,2023-12-19 21:27:27.539624,2023-12-19 21:27:27.562115,2023-12-19 21:27:37.162845,2023-12-19 21:27:37.177900,2023-12-19 21:27:58.097563"
2211,"Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen","143,148",12.00,2023-12-18 23:13:29.204700,"2023-12-20 21:11:04.565752,2023-12-20 21:03:09.761530"
2213,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen","144,144,144,144,144,144,144,144,149,149,149,149",36.00,2023-12-18 23:27:15.185681,"2023-12-19 19:59:10.928540,2023-12-19 20:25:38.078504,2023-12-19 20:25:38.094609,2023-12-19 19:58:49.523932,2023-12-19 19:58:55.337221,2023-12-19 20:25:46.494532,2023-12-19 20:25:46.511758,2023-12-19 19:58:37.225990,2023-12-19 19:51:44.489163,2023-12-19 19:51:29.333132,2023-12-19 19:51:39.273015,2023-12-19 19:51:19.415379"
2217,"Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen","143,148",12.00,2023-12-18 23:38:23.064378,"2023-12-23 20:41:44.362011,2023-12-23 20:35:21.964372"
2221,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur","Kinderen,Kinderen,Kinderen,Kinderen","144,144,144,149",9.00,2023-12-19 00:16:54.907158,"2023-12-19 16:51:32.954188,2023-12-19 17:05:26.044381,2023-12-19 17:05:26.059245,2023-12-19 16:41:32.089542"
2223,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Kinderen,Kinderen,Kinderen,Volwassen,Volwassen,Volwassen,Volwassen,Kinderen,Kinderen,Kinderen","143,143,143,143,143,143,143,143,144,144,144,148,148,148,148,149,149,149",75.00,2023-12-19 00:22:56.558776,"2023-12-28 22:36:48.140781,2023-12-28 22:37:15.414116,2023-12-28 22:37:15.426803,2023-12-28 22:36:35.365389,2023-12-28 22:27:15.286726,2023-12-28 22:36:09.639945,2023-12-28 22:36:09.652629,2023-12-28 22:36:25.502151,2023-12-28 22:36:14.778802,2023-12-28 22:37:26.620280,2023-12-28 22:37:21.215913,2023-12-28 22:26:55.351673,2023-12-28 22:27:59.674310,2023-12-28 22:26:49.718627,2023-12-28 22:28:05.650636,2023-12-28 22:28:09.558353,2023-12-28 22:28:16.887806"
