curlingtracks,slotDates,baseline,growth_rate,final_forecast
Street Curlingbaan 1,2025-12-23,39.91307886612386,0.11247240713084175,50.395831123410495
Street Curlingbaan 2,2025-12-23,39.913627717556906,0.14704285838459497,45.78264162564507
Street Curlingbaan 1,2025-12-24,39.913070926396,0.11247240713084175,50.39582109839625
Street Curlingbaan 2,2025-12-24,39.91318203005576,0.14704285838459497,45.7821304029798
Street Curlingbaan 1,2025-12-25,39.91360818182354,0.11247240713084175,50.39649945833654
Street Curlingbaan 2,2025-12-25,39.913231122239054,0.14704285838459497,45.78218671381806
Street Curlingbaan 1,2025-12-26,39.91320339545243,0.11247240713084175,50.39598835906333
Street Curlingbaan 2,2025-12-26,39.91314862441598,0.14704285838459497,45.78209208527927
Street Curlingbaan 1,2025-12-29,39.911857894979754,0.11247240713084175,50.39428947697948
Street Curlingbaan 2,2025-12-29,39.91204820625445,0.14704285838459497,45.780829858485845
Street Curlingbaan 1,2025-12-30,39.91335607964888,0.11247240713084175,50.39618114416532
Street Curlingbaan 2,2025-12-30,39.91388546392748,0.14704285838459497,45.78293727177871
Street Curlingbaan 1,2025-12-31,39.91289632190976,0.11247240713084175,50.39560063586988
Street Curlingbaan 2,2025-12-31,39.9131693133889,0.14704285838459497,45.7821158164179
