createdAt,product_core,variant_id,year,month,weekofyear,dayofweek,day,hour,is_weekend,is_month_start,is_month_end,product_core_le,variant_id_le,lag_7d,lag_30d,lag_90d,lag_365d,rolling_mean_7d,rolling_mean_30d,rolling_mean_90d,ytd_cumsum,revenue_growth_rate,product_x_year,product_x_month,variant_x_year,variant_x_month,product_x_weekofyear,forecast
2025-11-03,Carrousel,143,2025,11,45,0,3,12,0,0,0,0,0,4.5,,4.5,4.5,4.769927384091319,4.769927384091319,4.769927384091319,290.96557042957045,-0.6352102186661301,0,0,0,0,0,15.229104250300908
2025-11-03,Carrousel,144,2025,11,45,0,3,12,0,0,0,0,1,4.5,,4.5,4.5,4.769927384091319,4.769927384091319,4.769927384091319,290.96557042957045,-0.6352102186661301,0,0,2025,11,0,15.223604651729588
2025-11-03,Carrousel,148,2025,11,45,0,3,12,0,0,0,0,2,4.5,,4.5,4.5,4.769927384091319,4.769927384091319,4.769927384091319,290.96557042957045,-0.6352102186661301,0,0,4050,22,0,15.153059318247214
2025-11-03,Carrousel,149,2025,11,45,0,3,12,0,0,0,0,3,4.5,,4.5,4.5,4.769927384091319,4.769927384091319,4.769927384091319,290.96557042957045,-0.6352102186661301,0,0,6075,33,0,14.986336844265347
2025-11-03,Carrousel,150,2025,11,45,0,3,12,0,0,0,0,4,4.5,,4.5,4.5,4.769927384091319,4.769927384091319,4.769927384091319,290.96557042957045,-0.6352102186661301,0,0,8100,44,0,15.053501322301223
2025-11-03,Carrousel,153,2025,11,45,0,3,12,0,0,0,0,5,4.769927384091319,4.769927384091319,4.769927384091319,5.363360601287334,4.769927384091319,4.769927384091319,4.769927384091319,290.96557042957045,-0.6352102186661301,0,0,10125,55,0,15.959085907674178
2025-11-03,Carrousel,159,2025,11,45,0,3,12,0,0,0,0,6,4.5,,4.5,4.5,4.769927384091319,4.769927384091319,4.769927384091319,290.96557042957045,-0.6352102186661301,0,0,12150,66,0,15.148863628556718
2025-11-03,Carrousel,161,2025,11,45,0,3,12,0,0,0,0,7,4.5,,4.5,4.5,4.769927384091319,4.769927384091319,4.769927384091319,290.96557042957045,-0.6352102186661301,0,0,14175,77,0,15.16802381638944
2025-11-03,Carrousel,183,2025,11,45,0,3,12,0,0,0,0,8,4.5,,4.5,4.5,4.769927384091319,4.769927384091319,4.769927384091319,290.96557042957045,-0.6352102186661301,0,0,16200,88,0,15.154995295622443
2025-11-03,Carrousel,184,2025,11,45,0,3,12,0,0,0,0,9,4.5,,4.5,4.5,4.769927384091319,4.769927384091319,4.769927384091319,290.96557042957045,-0.6352102186661301,0,0,18225,99,0,15.066499646430813
2025-11-03,Carrousel,185,2025,11,45,0,3,12,0,0,0,0,10,4.5,,4.5,4.5,4.769927384091319,4.769927384091319,4.769927384091319,290.96557042957045,-0.6352102186661301,0,0,20250,110,0,15.053801974300104
2025-11-03,Carrousel,186,2025,11,45,0,3,12,0,0,0,0,11,4.5,,4.5,4.5,4.769927384091319,4.769927384091319,4.769927384091319,290.96557042957045,-0.6352102186661301,0,0,22275,121,0,14.336319409980524
2025-11-03,Carrousel,187,2025,11,45,0,3,12,0,0,0,0,12,4.5,,4.5,4.5,4.769927384091319,4.769927384091319,4.769927384091319,290.96557042957045,-0.6352102186661301,0,0,24300,132,0,14.341599630811105
2025-11-03,Carrousel,188,2025,11,45,0,3,12,0,0,0,0,13,4.5,,4.5,4.5,4.769927384091319,4.769927384091319,4.769927384091319,290.96557042957045,-0.6352102186661301,0,0,26325,143,0,14.221279262840412
2025-11-03,Entree schaatsbaan,143,2025,11,45,0,3,12,0,0,0,1,0,4.5,,4.5,3.8157213959822087,3.557022499391394,3.557022499391394,3.557022499391394,30024.82691736276,0.3889607778037506,2025,11,0,0,45,12.101117843480507
2025-11-03,Entree schaatsbaan,144,2025,11,45,0,3,12,0,0,0,1,1,4.5,,4.5,3.4088310036847416,3.557022499391394,3.557022499391394,3.557022499391394,30024.82691736276,0.3889607778037506,2025,11,2025,11,45,12.193994805205934
2025-11-03,Entree schaatsbaan,148,2025,11,45,0,3,12,0,0,0,1,2,4.5,,4.5,4.5,3.557022499391394,3.557022499391394,3.557022499391394,30024.82691736276,0.3889607778037506,2025,11,4050,22,45,12.335641563673315
2025-11-03,Entree schaatsbaan,149,2025,11,45,0,3,12,0,0,0,1,3,4.5,,4.5,4.5,3.557022499391394,3.557022499391394,3.557022499391394,30024.82691736276,0.3889607778037506,2025,11,6075,33,45,12.258247113582017
2025-11-03,Entree schaatsbaan,150,2025,11,45,0,3,12,0,0,0,1,4,4.5,,4.5,4.5,3.557022499391394,3.557022499391394,3.557022499391394,30024.82691736276,0.3889607778037506,2025,11,8100,44,45,12.25003880933631
2025-11-03,Entree schaatsbaan,153,2025,11,45,0,3,12,0,0,0,1,5,4.5,,4.5,4.5,3.557022499391394,3.557022499391394,3.557022499391394,30024.82691736276,0.3889607778037506,2025,11,10125,55,45,12.298502514906238
2025-11-03,Entree schaatsbaan,159,2025,11,45,0,3,12,0,0,0,1,6,4.5,,4.5,4.5,3.557022499391394,3.557022499391394,3.557022499391394,30024.82691736276,0.3889607778037506,2025,11,12150,66,45,12.3056449593401
2025-11-03,Entree schaatsbaan,161,2025,11,45,0,3,12,0,0,0,1,7,4.5,,4.5,4.5,3.557022499391394,3.557022499391394,3.557022499391394,30024.82691736276,0.3889607778037506,2025,11,14175,77,45,12.346037470693423
2025-11-03,Entree schaatsbaan,183,2025,11,45,0,3,12,0,0,0,1,8,4.5,,4.5,4.5,3.557022499391394,3.557022499391394,3.557022499391394,30024.82691736276,0.3889607778037506,2025,11,16200,88,45,12.37029709568978
2025-11-03,Entree schaatsbaan,184,2025,11,45,0,3,12,0,0,0,1,9,4.5,,4.5,4.5,3.557022499391394,3.557022499391394,3.557022499391394,30024.82691736276,0.3889607778037506,2025,11,18225,99,45,12.333077109722085
2025-11-03,Entree schaatsbaan,185,2025,11,45,0,3,12,0,0,0,1,10,3.690563624449792,3.690563624449792,3.690563624449792,3.694188872181776,3.557022499391394,3.557022499391394,3.557022499391394,30024.82691736276,0.3889607778037506,2025,11,20250,110,45,11.99508362100457
2025-11-03,Entree schaatsbaan,186,2025,11,45,0,3,12,0,0,0,1,11,3.287984825657672,3.287984825657672,3.287984825657672,3.284051501012644,3.557022499391394,3.557022499391394,3.557022499391394,30024.82691736276,0.3889607778037506,2025,11,22275,121,45,14.757479692322638
2025-11-03,Entree schaatsbaan,187,2025,11,45,0,3,12,0,0,0,1,12,4.5,,4.5,4.5,3.557022499391394,3.557022499391394,3.557022499391394,30024.82691736276,0.3889607778037506,2025,11,24300,132,45,11.370587060393706
2025-11-03,Entree schaatsbaan,188,2025,11,45,0,3,12,0,0,0,1,13,4.5,,4.5,4.5,3.557022499391394,3.557022499391394,3.557022499391394,30024.82691736276,0.3889607778037506,2025,11,26325,143,45,11.162075692562201
2025-11-03,Handschoenen,143,2025,11,45,0,3,12,0,0,0,2,0,4.5,,4.5,4.5,4.5,4.5,4.5,0.0,-1.0,4050,22,0,0,90,10.48003962920717
2025-11-03,Handschoenen,144,2025,11,45,0,3,12,0,0,0,2,1,4.5,,4.5,4.5,4.5,4.5,4.5,0.0,-1.0,4050,22,2025,11,90,10.529562613251283
2025-11-03,Handschoenen,148,2025,11,45,0,3,12,0,0,0,2,2,4.5,,4.5,4.5,4.5,4.5,4.5,0.0,-1.0,4050,22,4050,22,90,10.440512626847987
2025-11-03,Handschoenen,149,2025,11,45,0,3,12,0,0,0,2,3,4.5,,4.5,4.5,4.5,4.5,4.5,0.0,-1.0,4050,22,6075,33,90,10.183153480405107
2025-11-03,Handschoenen,150,2025,11,45,0,3,12,0,0,0,2,4,4.5,,4.5,4.5,4.5,4.5,4.5,0.0,-1.0,4050,22,8100,44,90,10.239110991348745
